longitude,latitude,OBJECTID,market_settlement_name,product_description,secondary_editor,editor,other_market_type_goods,market_type_goods,source,timestamp,market_name,market_days_monday,market_days_tuesday,market_days_wednesday,market_days_thursday,market_days_friday,market_days_saturday,market_days_sunday,total_market_days,wardcode,id,lat,lon
7.32028,5.51583,115975,Orie Umuekwune,,,racheal.olarewaju,,,OSGOF,2018/08/29 04:38:37+00,Orie Umuekwune,,,,,,,,,IMSETU12,115975,5.52,7.32
7.35818,5.49418,115976,Umuire,,,racheal.olarewaju,,,OSGOF,2018/08/29 04:38:37+00,Umuire Market,,,,,,,,,IMSETU09,115976,5.49,7.36
7.30153,5.47831,115977,Afor Ekiri,,,racheal.olarewaju,,,OSGOF,2018/08/29 04:38:37+00,Afor Ekiri Market,,,,,,,,,IMSETU11,115977,5.48,7.3
7.30786,5.42577,115978,Nkwo Ife,,,racheal.olarewaju,,,OSGOF,2018/08/29 04:38:37+00,Nkwo Ife Market,,,,,,,,,IMSETU02,115978,5.43,7.31
7.27785,5.43384,115979,Ekeoha Umumbara Umueze Chokoneze,,,racheal.olarewaju,,,OSGOF,2018/08/29 04:38:37+00,Ekeoha Market Umumbara Umueze Chokoneze,,,,,,,,,IMSABB15,115979,5.43,7.28
7.34845,5.50609,115980,Obizi,,,racheal.olarewaju,,,OSGOF,2018/08/29 04:38:37+00,Obizi Market,,,,,,,,,IMSETU09,115980,5.51,7.35
7.09981,5.92592,115981,Eke Akwu,,,racheal.olarewaju,,,OSGOF,2018/08/29 04:38:37+00,Eke Akwu Market,,,,,,,,,IMSURU17,115981,5.93,7.1
7.08239,5.91051,115982,Afor Community Central,,,racheal.olarewaju,,,OSGOF,2018/08/29 04:38:37+00,Afor Community Central Market,,,,,,,,,IMSURU05,115982,5.91,7.08
7.11699,5.89488,115983,Nkwo Uzii,,,racheal.olarewaju,,,OSGOF,2018/08/29 04:38:37+00,Nkwo Uzii Market,,,,,,,,,IMSURU19,115983,5.89,7.12
7.06314,5.92299,115984,Okwu Akpulu,,,racheal.olarewaju,,,OSGOF,2018/08/29 04:38:37+00,Okwu Akpulu Market,,,,,,,,,IMSURU01,115984,5.92,7.06
7.14701,5.84718,115985,Orie Umuobom,,,racheal.olarewaju,,,OSGOF,2018/08/29 04:38:37+00,Orie Umuobom Market,,,,,,,,,IMSDFB02,115985,5.85,7.15
7.09918,5.85354,115986,Ideato Central,,,racheal.olarewaju,,,OSGOF,2018/08/29 04:38:37+00,Ideato Central Market,,,,,,,,,IMSURU13,115986,5.85,7.1
7.08235,5.80579,115987,Nko Ugbelle,,,racheal.olarewaju,,,OSGOF,2018/08/29 04:38:37+00,Nko Ugbelle Market,,,,,,,,,IMSRLU07,115987,5.81,7.08
7.18935,5.50719,115988,Ogwu Square,,,racheal.olarewaju,,,OSGOF,2018/08/29 04:38:37+00,Ogwu Market Square,,,,,,,,,IMSKED04,115988,5.51,7.19
7.1914,5.55035,115989,Orie Okwu Square,,,racheal.olarewaju,,,OSGOF,2018/08/29 04:38:37+00,Orie Okwu Market Square,,,,,,,,,IMSKED04,115989,5.55,7.19
7.18517,5.55039,115990,Eke Okwu Square,,,racheal.olarewaju,,,OSGOF,2018/08/29 04:38:37+00,Eke Okwu Market Square,,,,,,,,,IMSKED04,115990,5.55,7.19
7.18865,5.5475,115991,Afor Okwu Square,,,racheal.olarewaju,,,OSGOF,2018/08/29 04:38:37+00,Afor Okwu Market Square,,,,,,,,,IMSKED04,115991,5.55,7.19
7.12481,5.54477,115992,Eke Umomi Square,,,racheal.olarewaju,,,OSGOF,2018/08/29 04:38:37+00,Eke Umomi Market Square,,,,,,,,,IMSKED16,115992,5.54,7.12
7.21238,5.61765,115993,Orie Umuozu,,,racheal.olarewaju,,,OSGOF,2018/08/29 04:38:37+00,Orie Umuozu Market,,,,,,,,,IMSUML16,115993,5.62,7.21
7.21884,5.68669,115994,Eke Mbeke,,,racheal.olarewaju,,,OSGOF,2018/08/29 04:38:37+00,Eke Mbeke Market,,,,,,,,,IMSUML13,115994,5.69,7.22
7.15337,5.65003,115995,Orori Amato Amaraku,,,racheal.olarewaju,,,OSGOF,2018/08/29 04:38:37+00,Orori Amato Amaraku,,,,,,,,,IMSUML01,115995,5.65,7.15
7.20799,5.69332,115996,Afor Umunchi,,,racheal.olarewaju,,,OSGOF,2018/08/29 04:38:37+00,Afor Umunchi Market,,,,,,,,,IMSUML10,115996,5.69,7.21
7.19107,5.62986,115997,Afor Ibeme,,,racheal.olarewaju,,,OSGOF,2018/08/29 04:38:37+00,Afor Ibeme Market,,,,,,,,,IMSUML05,115997,5.63,7.19
7.19206,5.65005,115998,Afor Ugiri,,,racheal.olarewaju,,,OSGOF,2018/08/29 04:38:37+00,Afor Ugiri Market,,,,,,,,,IMSUML07,115998,5.65,7.19
7.0353,5.62395,115999,Timber Odumara Obi Orodo,,,racheal.olarewaju,,,OSGOF,2018/08/29 04:38:37+00,Timber Market Odumara Obi Orodo,,,,,,,,,IMSNWA13,115999,5.62,7.04
7.05734,5.55221,116000,Orieumuneke,,,racheal.olarewaju,,,OSGOF,2018/08/29 04:38:37+00,Orieumuneke Market,,,,,,,,,IMSNWA05,116000,5.55,7.06
7.05534,5.64625,116001,Nkwo Orji Umuaro Umunneto Ogwa,,,racheal.olarewaju,,,OSGOF,2018/08/29 04:38:37+00,Nkwo Orji Market Umuaro Umunneto Ogwa,,,,,,,,,IMSUMD02,116001,5.65,7.06
7.02825,5.536,116002,Umuonyeali Industrial,,,racheal.olarewaju,,,OSGOF,2018/08/29 04:38:37+00,Umuonyeali Industrial Market,,,,,,,,,IMSNWA07,116002,5.54,7.03
6.97827,5.55889,116003,Afor Orji,,,racheal.olarewaju,,,OSGOF,2018/08/29 04:38:37+00,Afor Orji Market,,,,,,,,,IMSNWA08,116003,5.56,6.98
7.04212,5.56526,116004,Nkwoala Umuochiho,,,racheal.olarewaju,,,OSGOF,2018/08/29 04:38:37+00,Nkwoala Market Umuochiho,,,,,,,,,IMSNWA05,116004,5.57,7.04
6.98616,5.57301,116005,Nkwoala Umutaku Nkalu,,,racheal.olarewaju,,,OSGOF,2018/08/29 04:38:37+00,Nkwoala Market Umutaku Nkalu,,,,,,,,,IMSNWA06,116005,5.57,6.99
7.08045,5.34874,116006,Afor Amafor,,,racheal.olarewaju,,,OSGOF,2018/08/29 04:38:37+00,Afor Amafor Market,,,,,,,,,IMSNGN10,116006,5.35,7.08
7.1297,5.33417,116007,Afor Amala,,,racheal.olarewaju,,,OSGOF,2018/08/29 04:38:37+00,Afor Amala Market,,,,,,,,,IMSNGN10,116007,5.33,7.13
7.21133,5.43283,116008,Nkwo Logara,,,racheal.olarewaju,,,OSGOF,2018/08/29 04:38:37+00,Nkwo Logara Market,,,,,,,,,IMSNGN16,116008,5.43,7.21
7.2046,5.23658,116009,Ahiama,,,racheal.olarewaju,,,OSGOF,2018/08/29 04:38:37+00,Ahiama Market,,,,,,,,,IMSNGN03,116009,5.24,7.2
7.2386,5.26493,116010,Okpala Umuekeknne,,,racheal.olarewaju,,,OSGOF,2018/08/29 04:38:37+00,Eke Umugo Market Umuego Umuogi Okpala Umuekeknne,,,,,,,,,IMSNGN02,116010,5.26,7.24
7.14839,5.31272,116011,Orie Umuiere,,,racheal.olarewaju,,,OSGOF,2018/08/29 04:38:37+00,Orie Umuiere Market,,,,,,,,,IMSNGN10,116011,5.31,7.15
7.12554,5.3659,116012,Afor Egbelu,,,racheal.olarewaju,,,OSGOF,2018/08/29 04:38:37+00,Afor Egbelu Market,,,,,,,,,IMSNGN05,116012,5.37,7.13
7.18589,5.43056,116013,Eke Obiangwu Square,,,racheal.olarewaju,,,OSGOF,2018/08/29 04:38:37+00,Eke Obiangwu Market Square,,,,,,,,,IMSNGN09,116013,5.43,7.19
7.12287,5.31055,116014,Nkwo Ahiadike,,,racheal.olarewaju,,,OSGOF,2018/08/29 04:38:37+00,Nkwo Ahiadike Market,,,,,,,,,IMSNGN10,116014,5.31,7.12
7.03096,5.68139,116015,Nkwo Ikpa,,,racheal.olarewaju,,,OSGOF,2018/08/29 04:38:37+00,Nkwo Ikpa Market,,,,,,,,,IMSNSA12,116015,5.68,7.03
6.99423,5.66768,116016,Orie Amakor,,,racheal.olarewaju,,,OSGOF,2018/08/29 04:38:37+00,Orie Amakor Market,,,,,,,,,IMSNSA13,116016,5.67,6.99
6.99399,5.66142,116017,Nkwo Obeakpu,,,racheal.olarewaju,,,OSGOF,2018/08/29 04:38:37+00,Nkwo Obeakpu Market,,,,,,,,,IMSNSA13,116017,5.66,6.99
7.09397,5.71305,116018,Orie Chineke,,,racheal.olarewaju,,,OSGOF,2018/08/29 04:38:37+00,Orie Chineke Market,,,,,,,,,IMSAMG10,116018,5.71,7.09
7.34827,5.55347,116019,Eke Umuariam,,,racheal.olarewaju,,,OSGOF,2018/08/29 04:38:37+00,Eke Market Umuariam,,,,,,,,,IMSTTK09,116019,5.55,7.35
7.39534,5.54847,116020,Nwankwo Daily,,,racheal.olarewaju,,,OSGOF,2018/08/29 04:38:37+00,Nwankwo Daily Market,,,,,,,,,IMSTTK12,116020,5.55,7.4
7.30743,5.57529,116021,Oriezikwe,,,racheal.olarewaju,,,OSGOF,2018/08/29 04:38:37+00,Oriezikwe Market,,,,,,,,,IMSTTK04,116021,5.58,7.31
7.37972,5.57059,116022,Afor Umuokeh,,,racheal.olarewaju,,,OSGOF,2018/08/29 04:38:37+00,Afor Market Umuokeh,,,,,,,,,IMSTTK12,116022,5.57,7.38
6.75465,5.55386,116023,Ugwugba Obiakpu,,,racheal.olarewaju,,,OSGOF,2018/08/29 04:38:37+00,Ugwugba Obiakpu Market,,,,,,,,,IMSEBM04,116023,5.55,6.75
6.88065,5.41799,116024,Ohuba,,,racheal.olarewaju,,,OSGOF,2018/08/29 04:38:37+00,Ohuba Market,,,,,,,,,IMSEBM12,116024,5.42,6.88
6.88198,5.25476,116025,Afor Umuapu,,,racheal.olarewaju,,,OSGOF,2018/08/29 04:38:37+00,Afor Umuapu Market,,,,,,,,,IMSEBM14,116025,5.25,6.88
6.9134,5.36011,116026,Orie Umuokanne,,,racheal.olarewaju,,,OSGOF,2018/08/29 04:38:37+00,Orie Umuokanne Market,,,,,,,,,IMSEBM09,116026,5.36,6.91
6.94273,5.30751,116027,Eke Umuagwo,,,racheal.olarewaju,,,OSGOF,2018/08/29 04:38:37+00,Eke Umuagwo Market,,,,,,,,,IMSEBM13,116027,5.31,6.94
6.88686,5.3172,116028,Mgbuishi,,,racheal.olarewaju,,,OSGOF,2018/08/29 04:38:37+00,Mgbuishi Market,,,,,,,,,IMSEBM13,116028,5.32,6.89
6.95149,5.35731,116029,Mgbirichi,,,racheal.olarewaju,,,OSGOF,2018/08/29 04:38:37+00,Mgbirichi Market,,,,,,,,,IMSEBM09,116029,5.36,6.95
7.01815,5.80015,116030,Afor Ogidi,,,racheal.olarewaju,,,OSGOF,2018/08/29 04:38:37+00,Afor Ogidi Market,,,,,,,,,IMSRLU02,116030,5.8,7.02
7.01228,5.87896,116031,Orie Amagu,,,racheal.olarewaju,,,OSGOF,2018/08/29 04:38:37+00,Orie Amagu Market,,,,,,,,,IMSRLU06,116031,5.88,7.01
7.03779,5.87079,116032,Ahia Ututu Amanator,,,racheal.olarewaju,,,OSGOF,2018/08/29 04:38:37+00,Ahia Ututu Amanator Market,,,,,,,,,IMSRLU03,116032,5.87,7.04
6.99258,5.81419,116033,Orie Ugiri,,,racheal.olarewaju,,,OSGOF,2018/08/29 04:38:37+00,Orie Ugiri Market,,,,,,,,,IMSAWD01,116033,5.81,6.99
7.02996,5.81273,116034,Nkwo Obinugweu Okwuabala,,,racheal.olarewaju,,,OSGOF,2018/08/29 04:38:37+00,Nkwo Obinugweu Okwuabala Market,,,,,,,,,IMSRLU11,116034,5.81,7.03
7.01841,5.84518,116035,Afor Obibi,,,racheal.olarewaju,,,OSGOF,2018/08/29 04:38:37+00,Afor Obibi Market,,,,,,,,,IMSRLU08,116035,5.85,7.02
7.02471,5.83129,116036,Eke Ogberuru,,,racheal.olarewaju,,,OSGOF,2018/08/29 04:38:37+00,Eke Ogberuru Market,,,,,,,,,IMSRLU08,116036,5.83,7.02
6.99089,5.79158,116037,Orie Okporo,,,racheal.olarewaju,,,OSGOF,2018/08/29 04:38:37+00,Orie Okporo Market,,,,,,,,,IMSRLU10,116037,5.79,6.99
7.0104,5.80726,116038,Eke Idi Na Oba,,,racheal.olarewaju,,,OSGOF,2018/08/29 04:38:37+00,Eke Idi Na Oba Market,,,,,,,,,IMSRLU05,116038,5.81,7.01
6.99225,5.78677,116039,Afor Ala,,,racheal.olarewaju,,,OSGOF,2018/08/29 04:38:37+00,Afor Ala Market,,,,,,,,,IMSRLU10,116039,5.79,6.99
7.06783,5.78022,116040,Afor Amaike,,,racheal.olarewaju,,,OSGOF,2018/08/29 04:38:37+00,Afor Amaike Market,,,,,,,,,IMSRLU15,116040,5.78,7.07
6.97957,5.76377,116041,Eke Obor,,,racheal.olarewaju,,,OSGOF,2018/08/29 04:38:37+00,Eke Obor Market,,,,,,,,,IMSNSA05,116041,5.76,6.98
7.03646,5.77584,116042,Nkwo Owere Ebeiri,,,racheal.olarewaju,,,OSGOF,2018/08/29 04:38:37+00,Nkwo Owere Ebeiri Market,,,,,,,,,IMSRLU13,116042,5.78,7.04
6.98758,5.82389,116043,Nkwo Awamiri,,,racheal.olarewaju,,,OSGOF,2018/08/29 04:38:37+00,Nkwo Awamiri Market,,,,,,,,,IMSAWD15,116043,5.82,6.99
6.96071,5.82081,116044,Nkwo Idemiri,,,racheal.olarewaju,,,OSGOF,2018/08/29 04:38:37+00,Nkwo Idemiri Market,,,,,,,,,IMSAWD09,116044,5.82,6.96
6.97643,5.79653,116045,Afor Amazu,,,racheal.olarewaju,,,OSGOF,2018/08/29 04:38:37+00,Afor Amazu Market,,,,,,,,,IMSMGD01,116045,5.8,6.98
6.96045,5.72854,116046,Oorie Amiri,,,racheal.olarewaju,,,OSGOF,2018/08/29 04:38:37+00,Oorie Amiri Market,,,,,,,,,IMSMGD05,116046,5.73,6.96
6.94663,5.80126,116047,Afor Akuma,,,racheal.olarewaju,,,OSGOF,2018/08/29 04:38:37+00,Afor Akuma Market,,,,,,,,,IMSMGD03,116047,5.8,6.95
6.96832,5.70423,116048,Amaukwu,,,racheal.olarewaju,,,OSGOF,2018/08/29 04:38:37+00,Amaukwu Market,,,,,,,,,IMSNSA09,116048,5.7,6.97
6.93563,5.73909,116049,Nkwo Ayakala,,,racheal.olarewaju,,,OSGOF,2018/08/29 04:38:37+00,Nkwo Ayakala Market,,,,,,,,,IMSMGD13,116049,5.74,6.94
6.92464,5.67549,116050,Orie Okworji,,,racheal.olarewaju,,,OSGOF,2018/08/29 04:38:37+00,Orie Okworji Market,,,,,,,,,IMSMGD06,116050,5.68,6.92
6.94217,5.66322,116051,Ogubie,,,racheal.olarewaju,,,OSGOF,2018/08/29 04:38:37+00,Ogubie Market,,,,,,,,,IMSMGD06,116051,5.66,6.94
7.10073,5.50669,116053,Ekemegbohn,,,racheal.olarewaju,,,OSGOF,2018/08/29 04:38:37+00,Ekemegbohn Market,,,,,,,,,IMSRRT12,116053,5.51,7.1
7.06996,5.44336,116054,Naze,,,racheal.olarewaju,,,OSGOF,2018/08/29 04:38:37+00,Naze Market,,,,,,,,,IMSRRT10,116054,5.44,7.07
6.92319,5.48466,116055,Nkwo Uborji,,,racheal.olarewaju,,,OSGOF,2018/08/29 04:38:37+00,Nkwo Uborji Market,,,,,,,,,IMSUMG12,116055,5.48,6.92
6.95584,5.54284,116056,Eke Amakohia Ubi,,,racheal.olarewaju,,,OSGOF,2018/08/29 04:38:37+00,Eke Amakohia Ubi Market,,,,,,,,,IMSUMG01,116056,5.54,6.96
6.95857,5.409,116057,Afor Ukwu Obinze,,,racheal.olarewaju,,,OSGOF,2018/08/29 04:38:37+00,Afor Ukwu Market Obinze,,,,,,,,,IMSUMG09,116057,5.41,6.96
6.92602,5.4225,116058,Eke Ogbuehi,,,racheal.olarewaju,,,OSGOF,2018/08/29 04:38:37+00,Eke Ogbuehi Market,,,,,,,,,IMSUMG10,116058,5.42,6.93
7.00434,5.36668,116059,Orie Eziobodo,,,racheal.olarewaju,,,OSGOF,2018/08/29 04:38:37+00,Orie Eziobodo Market,,,,,,,,,IMSUMG04,116059,5.37,7
6.981,5.54065,116060,Eke Orogwe,,,racheal.olarewaju,,,OSGOF,2018/08/29 04:38:37+00,Eke Orogwe Market,,,,,,,,,IMSUMG13,116060,5.54,6.98
3.033728,8.144237,116061,Agbaruru,,,racheal.olarewaju,,,eHA_Polio,2018/08/29 04:38:37+00,Agbaruru Market,No,No,Yes,No,Yes,No,No,2,OYSIJA08,116061,8.14,3.03
3.61889,6.66054,116062,Isiu,,,racheal.olarewaju,,,OSGOF,2018/08/29 04:38:37+00,Isiu Market,,,,,,,,,LASIKU07,116062,6.66,3.62
8.20007,9.02553,116063,Kasuwan Moroa,,,racheal.olarewaju,,,OSGOF,2018/08/29 04:38:37+00,Kasuwan Moroa,,,,,,,,,NASAKW08,116063,9.03,8.2
9.08812,8.23001,116064,Kasuwan Kange,,,racheal.olarewaju,,,OSGOF,2018/08/29 04:38:37+00,Kasuwan Kange,,,,,,,,,NASAWE05,116064,8.23,9.09
9.10053,8.43753,116065,Kasuwan Jangwa,,,racheal.olarewaju,,,OSGOF,2018/08/29 04:38:37+00,Kasuwan Jangwa,,,,,,,,,NASAWE08,116065,8.44,9.1
8.11718,8.35694,116066,Kasuwan Ruwa Baka,,,racheal.olarewaju,,,OSGOF,2018/08/29 04:38:37+00,Kasuwan Ruwa Baka,,,,,,,,,NASDMA03,116066,8.36,8.12
7.70262,9.30313,116067,Kasuwan Kare,,,racheal.olarewaju,,,OSGOF,2018/08/29 04:38:37+00,Kasuwan Kare Market,,,,,,,,,NASKRV04,116067,9.3,7.7
8.01365,8.94085,116068,Kasuwan Ajuye,,,racheal.olarewaju,,,OSGOF,2018/08/29 04:38:37+00,Kasuwan Ajuye,,,,,,,,,NASGRU10,116068,8.94,8.01
8.16232,8.46915,116070,Kasuwan Bassa,,,racheal.olarewaju,,,OSGOF,2018/08/29 04:38:37+00,Kasuwan Bassa,,,,,,,,,NASDMA03,116070,8.47,8.16
8.85734,8.60035,116071,Kasuwan Assakio,,,racheal.olarewaju,,,OSGOF,2018/08/29 04:38:37+00,Kasuwan Assakio,,,,,,,,,NASLFA06,116071,8.6,8.86
8.94303,8.88798,116072,Kasuwan Mankwar,,,racheal.olarewaju,,,OSGOF,2018/08/29 04:38:37+00,Kasuwan Mankwar,,,,,,,,,NASLFA04,116072,8.89,8.94
7.90448,8.42978,116073,Kasuwan Udeue Mbeki,,,racheal.olarewaju,,,OSGOF,2018/08/29 04:38:37+00,Kasuwan Udeue Mbeki,,,,,,,,,NASNSW13,116073,8.43,7.9
7.57826,8.23759,116074,Kasuwan Bakono,,,racheal.olarewaju,,,OSGOF,2018/08/29 04:38:37+00,Kasuwan Bakono,,,,,,,,,NASNSW15,116074,8.24,7.58
7.71786,5.61478,116076,Eke Ndi Ebe Abam,,,racheal.olarewaju,,,OSGOF,2018/08/29 04:38:37+00,Eke Market Ndi Ebe Abam,,,,,,,,,ABSACH16,116076,5.61,7.72
7.70835,5.60195,116077,Ndi Ojugwo,,,racheal.olarewaju,,,OSGOF,2018/08/29 04:38:37+00,Ndi Ojugwo Market,,,,,,,,,ABSACH16,116077,5.6,7.71
7.91224,5.41138,116078,Ugwuakuma,,,racheal.olarewaju,,,OSGOF,2018/08/29 04:38:37+00,Ugwuakuma Market,,,,,,,,,ABSACH18,116078,5.41,7.91
7.61687,5.64284,116079,Orienta,,,racheal.olarewaju,,,OSGOF,2018/08/29 04:38:37+00,Orienta Market,,,,,,,,,ABSBND15,116079,5.64,7.62
7.61747,5.61835,116080,Nkwomahia,,,racheal.olarewaju,,,OSGOF,2018/08/29 04:38:37+00,Nkwomahia Market,,,,,,,,,ABSBND15,116080,5.62,7.62
7.61307,5.79865,116081,Nkwo Etiti Ugwueke,,,racheal.olarewaju,,,OSGOF,2018/08/29 04:38:37+00,Nkwo Market Etiti Ugwueke,,,,,,,,,ABSBND02,116081,5.8,7.61
7.47949,5.65351,116082,Eke Obilaji Umuede Nkpa,,,racheal.olarewaju,,,OSGOF,2018/08/29 04:38:37+00,Eke Market Obilaji Umuede Nkpa,,,,,,,,,ABSBND14,116082,5.65,7.48
7.65109,5.78199,116083,Afo Okagwe Item,,,racheal.olarewaju,,,OSGOF,2018/08/29 04:38:37+00,Afo Market Okagwe Item,,,,,,,,,ABSBND07,116083,5.78,7.65
7.6816,5.45232,116084,Eke Okosi Ohafor Ntalakwu,,,racheal.olarewaju,,,OSGOF,2018/08/29 04:38:37+00,Eke Market Okosi Ohafor Ntalakwu,,,,,,,,,ABSBND12,116084,5.45,7.68
7.53864,5.38134,116085,Umuovai Orieukwu,,,racheal.olarewaju,,,OSGOF,2018/08/29 04:38:37+00,Umuovai Orieukwu Market,,,,,,,,,ABSKWU14,116085,5.38,7.54
7.52773,5.24066,116086,Ahia Afor,,,racheal.olarewaju,,,OSGOF,2018/08/29 04:38:37+00,Ahia Afor Market,,,,,,,,,ABSNGK12,116086,5.24,7.53
7.52561,5.13957,116087,Ahiankwo Nlagu,,,racheal.olarewaju,,,OSGOF,2018/08/29 04:38:37+00,Ahiankwo Nlagu Market,,,,,,,,,ABSNGK13,116087,5.14,7.53
7.48427,5.16319,116088,Ahiafor,,,racheal.olarewaju,,,OSGOF,2018/08/29 04:38:37+00,Ahiafor Market,,,,,,,,,ABSNGK07,116088,5.16,7.48
7.44455,5.14265,116089,Umuakatawom Ahiaorie,,,racheal.olarewaju,,,OSGOF,2018/08/29 04:38:37+00,Umuakatawom Ahiaorie Market,,,,,,,,,ABSNGK07,116089,5.14,7.44
7.52163,5.26079,116090,Ekenta,,,racheal.olarewaju,,,OSGOF,2018/08/29 04:38:37+00,Ekenta Market,,,,,,,,,ABSNGK12,116090,5.26,7.52
7.52107,5.22973,116091,Ahia Aforukwu,,,racheal.olarewaju,,,OSGOF,2018/08/29 04:38:37+00,Ahia Aforukwu Market,,,,,,,,,ABSNGK12,116091,5.23,7.52
7.50175,5.25203,116092,Nkwoala,,,racheal.olarewaju,,,OSGOF,2018/08/29 04:38:37+00,Nkwoala Market,,,,,,,,,ABSNGK11,116092,5.25,7.5
7.43779,5.09218,116093,Umuokenya Ahia Nkwo,,,racheal.olarewaju,,,OSGOF,2018/08/29 04:38:37+00,Umuokenya Ahia Nkwo Market,,,,,,,,,ABSNGK06,116093,5.09,7.44
7.50601,5.1053,116094,Umuokenyi Ahiankwo,,,racheal.olarewaju,,,OSGOF,2018/08/29 04:38:37+00,Umuokenyi Ahiankwo Market,,,,,,,,,ABSNGK14,116094,5.11,7.51
7.49953,5.13031,116095,Ahiafor Umuokpo,,,racheal.olarewaju,,,OSGOF,2018/08/29 04:38:37+00,Ahiafor Umuokpo Market,,,,,,,,,ABSNGK13,116095,5.13,7.5
7.32524,5.20272,116096,Aba International Industry,,,racheal.olarewaju,,,OSGOF,2018/08/29 04:38:37+00,Aba International Industry Market,,,,,,,,,ABSSSM17,116096,5.2,7.33
7.30944,5.0077,116097,Ahia Nkwo Ihie,,,racheal.olarewaju,,,OSGOF,2018/08/29 04:38:37+00,Ahia Nkwo Ihie Market,,,,,,,,,ABSGWB06,116097,5.01,7.31
7.31546,5.02932,116098,Isiala Ihie Ahia Orie Obegu,,,racheal.olarewaju,,,OSGOF,2018/08/29 04:38:37+00,Isiala Ihie Ahia Orie Obegu Market,,,,,,,,,ABSGWB15,116098,5.03,7.32
7.31672,5.01885,116099,Ahia Afor Mbaso,,,racheal.olarewaju,,,OSGOF,2018/08/29 04:38:37+00,Ahia Afor Mbaso Market,,,,,,,,,ABSGWB06,116099,5.02,7.32
7.33853,5.01381,116101,Ahia Eke Umubaghi,,,racheal.olarewaju,,,OSGOF,2018/08/29 04:38:37+00,Ahia Eke Umubaghi Market,,,,,,,,,ABSGWB05,116101,5.01,7.34
7.37745,5.001,116102,Ahia Nkwo Umuchima,,,racheal.olarewaju,,,OSGOF,2018/08/29 04:38:37+00,Ahia Nkwo Umuchima Market,,,,,,,,,ABSGWB01,116102,5,7.38
7.33704,5.02324,116103,Ahia Nkwo Umugwu,,,racheal.olarewaju,,,OSGOF,2018/08/29 04:38:37+00,Ahia Nkwo Umugwu Market,,,,,,,,,ABSGWB05,116103,5.02,7.34
7.3634,4.96901,116104,Ohuru Square,,,racheal.olarewaju,,,OSGOF,2018/08/29 04:38:37+00,Ohuru Market Square,,,,,,,,,ABSKEK13,116104,4.97,7.36
7.45876,4.96715,116105,Ahia Obuozu,,,racheal.olarewaju,,,OSGOF,2018/08/29 04:38:37+00,Ahia Obuozu Market,,,,,,,,,ABSKEK06,116105,4.97,7.46
7.27012,5.06113,116106,Umuopere Ahia Orie,,,racheal.olarewaju,,,OSGOF,2018/08/29 04:38:37+00,Umuopere Ahia Orie Market,,,,,,,,,ABSKKE24,116106,5.06,7.27
7.41367,5.46967,116107,Ahia Afor Abam,,,racheal.olarewaju,,,OSGOF,2018/08/29 04:38:37+00,Ahia Afor Abam Market,,,,,,,,,ABSAPR12,116107,5.47,7.41
7.42683,5.48719,116108,Orie Onyechufula,,,racheal.olarewaju,,,OSGOF,2018/08/29 04:38:37+00,Orie Onyechufula Market,,,,,,,,,ABSAPR13,116108,5.49,7.43
7.4335,5.52325,116109,Afor Umuihie,,,racheal.olarewaju,,,OSGOF,2018/08/29 04:38:37+00,Afor Umuihie Market,,,,,,,,,ABSAPR11,116109,5.52,7.43
7.38868,5.46582,116110,Orieama,,,racheal.olarewaju,,,OSGOF,2018/08/29 04:38:37+00,Orieama Market,,,,,,,,,ABSAPR07,116110,5.47,7.39
7.39441,5.50306,116111,Ogwumabiri,,,racheal.olarewaju,,,OSGOF,2018/08/29 04:38:37+00,Ogwumabiri Market,,,,,,,,,ABSAPR09,116111,5.5,7.39
7.8092,6.529036667,116112,Egbelegu,Mixed,,racheal.olarewaju,,Mixed,GRID,2018/08/29 04:38:37+00,Daily Market 1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,7,EBSZLL29,116112,6.53,7.81
7.9744483,6.15318,116113,Onuwafor,Food Stuff,,racheal.olarewaju,,Food Stuff,GRID,2018/08/29 04:38:37+00,Onuwafor Market,No,No,No,No,No,No,Yes,1,EBSNKE12,116113,6.15,7.97
7.939396667,6.0071,116114,Onuoji,Food Stuff Mixed,,racheal.olarewaju,,Mixed,GRID,2018/08/29 04:38:37+00,Onuoji Market 1,No,No,No,No,No,No,Yes,1,EBSNCA05,116114,6.01,7.94
8.137956667,6.29183,116115,Ndiofutu,Mixed,,racheal.olarewaju,,Mixed,GRID,2018/08/29 04:38:37+00,Ndiofutu Market 1,No,No,No,No,No,No,Yes,1,EBSAKL16,116115,6.29,8.14
8.161835,6.511863333,116117,Okpoduma,Mixed,,racheal.olarewaju,,Mixed,GRID,2018/08/29 04:38:37+00,Okpoduma Market 1,Yes,Yes,No,No,Yes,No,Yes,3,EBSUGB09,116117,6.51,8.16
8.118906667,6.317233333,116118,Ejidike Street,Other,,racheal.olarewaju,Firewood Market,Other,GRID,2018/08/29 04:38:37+00,Firewood Market 1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,7,EBSAKL14,116118,6.32,8.12
8.298451667,6.34273,116119,Ndiechi,Mixed,,racheal.olarewaju,,Mixed,GRID,2018/08/29 04:38:37+00,Ndiechi Market 1,No,No,No,No,No,No,Yes,1,EBSBKL13,116119,6.34,8.3
